domain,seller,rank_source,tier,home_status,final_host,redirected_offsite,site_loaded,blocked_automated_fetch,bot_wall_host,home_error,platform,platform_signals,checkout_shopify,ucp_status,ucp_kind,ucp_mcp_live,ucp_mcp_tools,agents_md,llms_txt,mcp_get_status,mcp_get_like,mcp_wellknown_json,custom_mcp_initialized,custom_mcp_tools,registry_remote_live,registry_remote_endpoints,registry_remote_tools,acp_checkout_endpoint,registry_match,registry_server_names,registry_search_hits,registry_search_domain_confirmed,agents_md_generator,llms_txt_generator,chatgpt_apps_checked,chatgpt_apps_match,product_url,product_status,product_discovery,product_jsonld,product_jsonld_offer,product_jsonld_gtin,product_jsonld_mpn,product_jsonld_gtin_or_mpn,product_jsonld_repaired,product_jsonld_malformed,robots_ai_bots_disallowed,tier_a_reasons,tier_b_reasons
mejuri.com,Mejuri,NJ-SS;NJ-T50;REVIEWED;BRIEF,B,200,mejuri.com,False,True,False,,,shopify,shopify-html:cdn.shopify.com/s/files/;myshopify-host:mejuri-us.myshopify.com,True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://mejuri.com/products/diamond-necklace,200,collection_link,True,True,False,False,False,False,False,GPTBot,,ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
diamondsinternational.com,Diamonds International (Almod Diamonds),NJ-SS;NJ-T50,B,200,diamondsinternational.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:di-diamonds-international.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.diamondsinternational.com/collections/featured-collection/products/crown-galaxy-ring,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
fredmeyerjewelers.com,Fred Meyer Jewelers,NJ-SS;NJ-T50,unreachable,,fredmeyerjewelers.com,False,False,False,,"ConnectTimeout: HTTPSConnectionPool(host='fredmeyerjewelers.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='fredmeyerjewelers.com', port=443)>, 'Connection to fred",,,False,,none,False,,error,error,,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
danielsjewelers.com,Daniel's Jewelers (Sherwood Management),NJ-SS;NJ-T50,B,200,danielsjewelers.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:danielsjewelers.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.danielsjewelers.com/products/1-12-ctw-diamond-ring-in-10kt-yellow-gold,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
donrobertojewelers.com,Don Roberto Jewelers,NJ-SS;NJ-T50,unreachable,403,donrobertojewelers.com,False,False,True,,,,,False,403,none,False,,blocked,blocked,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,GPTBot;ChatGPT-User;OAI-SearchBot;ClaudeBot;PerplexityBot,,
rogersandhollands.com,Rogers & Hollands (Rogers Enterprises),NJ-SS;NJ-T50,B,200,rogersandhollands.com,False,True,False,,,salesforce-commerce-cloud,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.rogersandhollands.com/green-quartz-%26-white-topaz-ring-in-gold-plated/0000000.7515393.html,200,homepage_link_heuristic,True,True,False,True,True,False,False,,,schema_product_jsonld
tiffany.com,Tiffany & Co. (LVMH),NJ-SS;BRIEF,unreachable,403,tiffany.com,False,False,True,,,,,False,403,none,False,,blocked,blocked,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
cartier.com,Cartier (Richemont),NJ-SS;BRIEF,B,200,cartier.com,False,True,False,,,salesforce-commerce-cloud,,False,,none,False,,error,error,,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.cartier.com/en-us/jewelry/rings/etincelle-de-cartier-ring-princess-cut-diamond-paved-CRB4232900.html,200,collection_jsonld_itemlist,True,True,False,True,True,False,False,,,schema_product_jsonld
vancleefarpels.com,Van Cleef & Arpels (Richemont),NJ-SS,unreachable,,vancleefarpels.com,False,False,False,,"ReadTimeout: HTTPSConnectionPool(host='www.vancleefarpels.com', port=443): Read timed out. (read timeout=15)",,,False,,none,False,,error,error,,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
bulgari.com,Bulgari (LVMH),NJ-SS,unreachable,403,bulgari.com,False,False,True,,,,,False,403,none,False,,blocked,blocked,403,False,False,False,,False,,,False,False,,2,,,,True,False,,,,False,False,False,False,False,False,False,,,
harrywinston.com,Harry Winston (Swatch Group),NJ-T50;BRIEF,unreachable,200,harrywinston.com,False,True,False,,,,,False,200,none,False,,absent,absent,200,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.harrywinston.com/en/products/diamond-loop-by-harry-winston,200,homepage_link,False,False,False,False,False,False,False,,,
boucheron.com,Boucheron (Kering),NJ-SS,unreachable,200,boucheron.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
davidyurman.com,David Yurman,NJ-T50;BRIEF,B,200,davidyurman.com,False,True,False,,,salesforce-commerce-cloud,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.davidyurman.com/wedding/engagement-rings/dy-cable-engagement-ring-in-platinum-cushion-WR1098CPL.html,200,collection_link_heuristic,True,True,False,True,True,False,False,,,schema_product_jsonld
mayors.com,Mayors (Watches of Switzerland Group),NJ-SS,B,200,mayors.com,False,True,False,,,sap-commerce,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.mayors.com/p/17700496,200,homepage_link,True,True,False,True,True,False,False,,,schema_product_jsonld
jtv.com,JTV (Multimedia Commerce Group),NJ-SS,unreachable,200,jtv.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
ross-simons.com,Ross-Simons (Nonantum Capital Partners),NJ-SS;BRIEF,A,200,ross-simons.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:k0q1ug-fd.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real,404,False,False,False,,False,,,False,False,,0,,shopify-agents,,True,False,https://www.ross-simons.com/products/843369,200,collection_jsonld_itemlist,True,True,False,False,False,False,False,,llms_txt:real,agents_md:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
shaneco.com,Shane Co.,NJ-T50;DPRO;BRIEF,B,200,shaneco.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.shaneco.com/gift-card/gift-card/p/90000102,200,homepage_link,True,True,False,False,False,False,False,,,schema_product_jsonld
robbinsbrothers.com,Robbins Brothers,NJ-T50;BRIEF,B,200,robbinsbrothers.com,False,True,False,,,magento,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.robbinsbrothers.com/0465904-14k-yellow-gold-natural-diamond-engagement-ring-setting-1-5-ct-tw-859862230,200,collection_jsonld_itemlist,True,True,False,True,True,False,False,,,schema_product_jsonld
riddlesjewelry.com,Riddle's Jewelry,NJ-T50,B,200,riddlesjewelry.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:6r8gf9-gp.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-llms,True,False,https://www.riddlesjewelry.com/products/adamante-2-ct-tw-lab-grown-diamond-ring-in-14k-white-gold-407823,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-llms;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
hannoush.com,Hannoush Jewelers,NJ-T50,B,200,hannoush.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:7024d2-57.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.hannoush.com/products/14k-gold-2-or-3-tone-round-diamond-ring,200,homepage_link,True,True,False,True,True,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
morganjewelers.com,Morgan Jewelers (Morgan Management),NJ-T50,unreachable,200,morganjewelers.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
jensenjewelers.com,Jensen Jewelers,NJ-T50,B,200,jensenjewelers.com,False,True,False,,,woocommerce,,False,404,none,False,,absent,real:template,404,False,False,False,,False,,,False,False,,0,,,yoast-seo,True,False,https://www.jensenjewelers.com/product/contemporary-diamond-fashion-ring-jensen-jewelers/,200,sitemap,False,False,False,False,False,False,False,,,llms_txt:generated:yoast-seo
harryritchies.com,Harry Ritchie's Jewelers,NJ-T50,B,200,harryritchies.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:inny-shop.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.harryritchies.com/collections/gemstones/products/ruby-floret-ring,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
saslows.com,Saslow's Jewelers (S. Saslow Inc.),NJ-T50,unreachable,200,saslows.com,False,True,False,,,,,False,200,none,False,,html_soft404,html_soft404,200,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
finks.com,Fink's Jewelers,NJ-T50,B,200,finks.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:finksjewelers.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.finks.com/products/finks-exclusive-round-diamond-solitaire-ring-in-platinum-and-yellow-gold,200,collection_link,True,True,False,False,False,True,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
jewelryexchange.com,The Jewelry Exchange (Goldenwest Diamond Corp.),NJ-T50,B,200,jewelryexchange.com,False,True,False,,,woocommerce,,False,404,none,False,,absent,real:template,200,False,False,False,,False,,,False,False,,0,,,yoast-seo,True,False,https://jewelryexchange.com/product/2ct-3-stone-diamond-ring/,200,homepage_link,True,True,False,False,False,False,False,,,llms_txt:generated:yoast-seo;schema_product_jsonld
shopidc.com,International Diamond Center,NJ-T50,B,200,shopidc.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:shop-idc-estore.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://shopidc.com/products/14k-diamond-studs,200,homepage_link,True,True,False,False,False,False,False,GPTBot;ClaudeBot;Google-Extended;CCBot;Bytespider;Applebot-Extended;meta-externalagent,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
michaelsjewelers.com,Michaels Jewelers (The Michaels Group),NJ-T50,B,200,michaelsjewelers.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:michaelsjewelers.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://michaelsjewelers.com/products/14kwg-solitaire-martini-set-diamond-earrings,200,homepage_link,False,False,False,False,False,False,True,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live
devonsjewelers.com,DeVons Jewelers,NJ-T50,unreachable,200,devonsjewelers.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
lmfj.com,Lee Michaels Fine Jewelry,NJ-T50,unreachable,403,lmfj.com,False,False,True,,,,,False,403,none,False,,blocked,blocked,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
schiffmans.com,Schiffman's Jewelers (The Schiffman Group),NJ-T50,B,200,schiffmans.com,False,True,False,,,shopify,"shopify-html:shopify.theme,cdn.shopify.com/s/files/,window.shopify;myshopify-host:schiffmans.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://schiffmans.com/products/petite-flushfit-diamond-solitaire-engagement-ring-setting,200,sitemap,True,True,False,True,True,True,False,GPTBot;ClaudeBot;Google-Extended;CCBot;Bytespider;Applebot-Extended;meta-externalagent,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
ritani.com,Ritani,BRIEF;POMPEII3,unreachable,403,ritani.com,False,False,True,,,,,False,404,none,False,,blocked,absent,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
vrai.com,VRAI (Diamond Foundry),BRIEF;POMPEII3,A,200,vrai.com,False,True,False,,,shopify,shopify-html:cdn.shopify.com/s/files/,True,404,none,False,,absent,real,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.vrai.com/engagement-ring/signature-prong/oval-yellow-gold-16169210314818,200,collection_jsonld_itemlist,True,True,False,False,False,False,False,,llms_txt:real,schema_product_jsonld
cleanorigin.com,Clean Origin,BRIEF;POMPEII3,unreachable,403,cleanorigin.com,False,False,True,,,,,False,403,none,False,,blocked,blocked,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
withclarity.com,With Clarity,BRIEF;POMPEII3,B,200,withclarity.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:renaissancefmi.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.withclarity.com/products/the-june-ring,200,homepage_link,True,True,False,False,False,True,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
grownbrilliance.com,Grown Brilliance,BRIEF,A,200,grownbrilliance.com,False,True,False,,,,,False,200,none,False,,html_soft404,real,200,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,GPTBot;ClaudeBot;anthropic-ai;CCBot,llms_txt:real,
adadiamonds.com,Ada Diamonds,BRIEF,A,200,adadiamonds.com,False,True,False,,,,,False,200,custom,False,,real,real,405,True,True,True,search_diamonds;search_engagement_rings;search_jewelry;search_knowledge_base;read_article;get_company_info;create_checkout_link;request_consultation,True,https://www.adadiamonds.com/mcp,,False,True,com.adadiamonds/ada-diamonds,0,,,,True,False,https://www.adadiamonds.com/lab-diamond-engagement-rings/bezel-solitaire-148,200,homepage_link_heuristic,False,True,False,False,False,False,False,GPTBot;OAI-SearchBot;ClaudeBot;anthropic-ai;PerplexityBot;Google-Extended;CCBot;Bytespider;Applebot-Extended;meta-externalagent,mcp_registry:com.adadiamonds/ada-diamonds;custom_mcp:site_/mcp:8tools;well-known_mcp.json;agents_md:real;llms_txt:real;ucp:custom,schema_offer_jsonld
rarecarat.com,Rare Carat,BRIEF;REVIEWED,A,200,rarecarat.com,False,True,False,,,,,False,404,none,False,,absent,real,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.rarecarat.com/complete-ring/1845066/1ct-h-vs1-rare-carat-ideal-cut-round-lab-grown-diamond,200,collection_jsonld_itemlist,True,True,False,False,False,False,False,,llms_txt:real,schema_product_jsonld
whiteflash.com,Whiteflash,BRIEF;POMPEII3,A,200,whiteflash.com,False,True,False,,,,,False,404,none,False,,absent,real,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.whiteflash.com/engagement-rings/diamond-settings/tacori-2620rd-dantela-crown-diamond-engagement-ring-2524.htm,200,collection_jsonld_itemlist,True,True,False,False,False,False,False,,llms_txt:real,schema_product_jsonld
adiamor.com,Adiamor,BRIEF,B,200,adiamor.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://adiamor.com/lab-diamonds/5.05-ct-f-vvs2-excellent-cut-round-diamond/d78698494,200,sitemap,True,True,False,False,False,False,False,,,schema_product_jsonld
allurez.com,Allurez,BRIEF,B,200,allurez.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:allurez-llc.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.allurez.com/products/champagne-diamond-ring-band-14k-white-gold-0-31ct,200,sitemap,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
angara.com,Angara,BRIEF;DPRO;POMPEII3,A,200,angara.com,False,True,False,,,,,False,404,none,False,,absent,real,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.angara.com/p/round-emerald-stud-earrings-se0229e,200,homepage_link,True,True,False,True,True,False,False,,llms_txt:real,schema_product_jsonld
catbirdnyc.com,Catbird,BRIEF;REVIEWED,B,200,catbirdnyc.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.catbirdnyc.com/grand-cygnet-ring-silver-2050.html,200,homepage_link_heuristic,True,False,False,False,False,False,False,,,schema_product_jsonld
briangavindiamonds.com,Brian Gavin Diamonds,DPRO,B,200,briangavindiamonds.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:briangavindiamonds.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.briangavindiamonds.com/products/six-prong-solitaire-5351,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
abemor.com,Abe Mor,DPRO,unreachable,200,abemor.com,False,True,False,,,,,False,404,none,False,,html_soft404,html_soft404,200,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
leibish.com,Leibish & Co.,DPRO,B,200,leibish.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:leibishonline.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.leibish.com/products/3-02-carat-fancy-yellow-oval-diamond-vvs2-gia,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
pompeii3.com,Pompeii3,POMPEII3,A,200,pompeii3.com,False,True,False,,,bigcommerce,,False,200,custom,False,,absent,real,404,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,llms_txt:real;ucp:custom,
theclearcut.co,The Clear Cut,REVIEWED,B,200,theclearcut.co,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:the-clear-cut.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://theclearcut.co/products/1ct-round-engagement-ring,200,collection_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
